1,0.843326
1,0.823415
1,0.832699
1,0.832444
1,0.824510
1,0.837442
1,0.831326
1,0.877816
1,0.835668
1,0.862166
1,0.826636
1,0.890946
1,0.800041
1,0.831770
1,0.822805
1,0.814333
1,0.835144
1,0.826231
1,0.873612
1,0.842775
1,0.829462
1,0.841971
1,0.820238
1,0.828704
1,0.832466
1,0.838777
1,0.829759
1,0.821144
1,0.845362
1,0.840887
1,0.820851
1,0.813057
1,0.847226
1,0.844191
1,0.841575
1,0.840904
1,0.928201
1,0.888110
1,0.943481
1,0.945553
1,0.925817
1,0.938052
1,0.832639
1,1.040487
1,1.949327
1,2.045744
1,1.979915
1,1.858600
1,1.724445
1,1.939366
2,0.908753
2,0.883069
2,0.917575
2,0.966587
2,0.920535
2,1.071714
2,0.829456
2,0.781394
2,0.883173
2,0.981362
2,0.964967
2,0.890336
2,0.829560
2,0.909601
2,0.997144
2,0.959816
2,0.931048
2,0.894742
2,0.873888
2,0.875600
2,0.885649
2,0.912496
2,0.791993
2,0.947426
2,0.857003
2,0.934389
2,0.879650
2,0.973521
2,0.974365
2,0.938773
2,0.947833
2,0.908775
2,0.954125
2,1.002353
2,0.949780
2,0.800602
2,0.964995
2,0.840933
2,0.899728
2,0.819478
2,0.870904
2,0.865272
2,0.916093
2,0.895046
2,0.885009
2,0.854082
2,0.869460
2,0.825509
2,0.925585
2,0.854743
3,0.865054
3,0.852642
3,0.888676
3,0.870668
3,0.926220
3,0.813946
3,0.881171
3,0.781177
3,0.914281
3,0.889503
3,0.866874
3,0.929281
3,0.889858
3,0.771168
3,0.886390
3,0.882608
3,0.935308
3,0.843917
3,0.843344
3,0.897148
3,0.866977
3,0.913278
3,0.856044
3,0.990613
3,0.967418
3,0.870060
3,0.948432
3,0.895072
3,0.991427
3,0.901211
3,0.949330
3,0.958369
3,0.873918
3,0.886523
3,0.916467
3,0.816217
3,0.908032
3,0.897554
3,0.912660
3,0.880537
3,0.945548
3,0.770899
3,0.892343
3,0.884585
3,0.888536
3,0.929724
3,0.933855
3,0.913509
3,0.826474
3,0.795145
4,0.870508
4,0.831884
4,0.921747
4,0.893442
4,0.872019
4,0.938050
4,0.900551
4,0.880557
4,0.954573
4,0.806662
4,0.926519
4,0.910571
4,0.864146
4,0.926608
4,0.854924
4,0.929108
4,1.027876
4,0.917554
4,0.943440
4,0.893271
4,1.013046
4,0.958152
4,0.820502
4,0.974868
4,0.917067
4,0.451200
4,0.449584
4,0.438703
4,0.494130
4,0.476254
4,0.451834
4,0.775892
4,0.975354
4,0.926301
4,0.888965
4,0.934215
4,0.862785
4,0.956777
4,0.864993
4,0.868213
4,0.934585
4,0.839653
4,0.819411
4,0.827108
4,0.933961
4,0.885899
4,0.982916
4,0.913096
4,0.906833
4,0.938544
5,0.843212
5,0.654510
5,0.627453
5,0.904274
5,0.986987
5,1.032772
5,0.899207
5,0.929298
5,0.868552
5,0.605942
5,1.045955
5,0.658221
5,0.985705
5,0.918831
5,0.927128
5,0.922172
5,0.877963
5,0.642147
5,0.658855
5,0.637280
5,0.957718
5,0.951605
5,0.673855
5,0.606784
5,0.938654
5,0.675017
5,0.864653
5,0.836804
5,0.638801
5,0.958865
5,0.836981
5,0.900071
5,0.899769
5,0.934108
5,0.909264
5,0.902254
5,0.995086
5,0.886316
5,0.896354
